edinburgh,495.2301311990162,176.4282052658267
stockholm,1689.7854181360979,127.9773115367091
petrograd,2513.8354428265134,187.35972930594926
riga,2030.1667853699876,206.1346382919931
kobenhavn,1399.4985298792958,343.19307221411486
danzig,1799.7337150325745,462.718355731437
london,689.1939707800606,601.7526386278648
amsterdam,967.269695293214,612.9023191339671
essen,1197.8757873667178,639.1232250166519
berlin,1478.009174800437,683.3974746170809
warszawa,1936.8398983570946,660.3214293531945
wilno,2255.5002532689878,586.1708351856304
smolensk,2547.103951732776,599.6615208483213
moskva,2790.8129521705782,530.5375625898039
brest,400.0089772113221,942.0960403951974
dieppe,659.7885723914193,859.7802518600037
bruxelles,903.483800012067,744.6866212276788
frankfurt,1159.2172541623306,837.0197141649326
munchen,1321.018164552698,961.6413921566104
paris,802.5756489723127,984.7156661907325
wien,1642.5220496197244,1007.4474181261323
kyiv,2370.3878246810973,806.6553718300156
budapest,1778.6139825004145,1077.7272005043249
kharkov,2757.5671698107685,954.9636029120645
zurich,1133.8364164546463,1136.8158049933636
venezia,1370.0362629847564,1228.8610912983481
zagreb,1609.2508585472235,1265.6367975191263
bucuresti,2207.973814960466,1282.2799893115985
rostov,2873.2293590670733,1108.0307459903747
sevastopol,2603.056155352058,1326.1180946686168
sochi,2854.6972983061296,1368.703518860844
sarajevo,1845.5040317448822,1434.765328415846
marseille,1055.4497787030805,1401.695203550705
roma,1392.0353372936922,1484.9781740391516
brindisi,1635.8421412252817,1560.5103695950718
pamplona,619.3850431496434,1423.8056666595264
madrid,334.8889241962223,1659.9240982362996
barcelona,653.0995976086483,1686.4359075217155
lisboa,139.9414405999554,1726.3228631679062
cadiz,329.73639572556465,1873.5164846625112
palermo,1500.1490513326069,1863.300242242239
athina,1986.46700462314,1789.9834334001894
constantinople,2355.0699766458924,1638.7534744775164
smyrna,2231.005748168792,1863.7042091449298
angora,2573.342289486701,1794.8982586192524
erzurum,2801.310103197053,1727.6315911030977
sofia,2034.7471644546094,1463.0288417660972
